basomrade,year,mean_income_aged_gt_20,gender
3810110_sundbybergs_industriomrade,2000,369640.99,male
3810110_sundbybergs_industriomrade,2001,408219.37,male
3810110_sundbybergs_industriomrade,2002,409054.79,male
3810110_sundbybergs_industriomrade,2003,396339.26,male
3810110_sundbybergs_industriomrade,2004,416240.61,male
3810110_sundbybergs_industriomrade,2005,398718.26,male
3810110_sundbybergs_industriomrade,2006,419564.35,male
3810110_sundbybergs_industriomrade,2007,441304.3,male
3810110_sundbybergs_industriomrade,2008,423081.26,male
3810110_sundbybergs_industriomrade,2009,430832.23,male
3810110_sundbybergs_industriomrade,2010,440386.29,male
3810110_sundbybergs_industriomrade,2011,468025.02,male
3810110_sundbybergs_industriomrade,2012,479295.09,male
3810110_sundbybergs_industriomrade,2013,474432.38,male
3810110_sundbybergs_industriomrade,2014,483308.27,male
3810220_rasten,2000,246948.09,male
3810220_rasten,2001,259244.64,male
3810220_rasten,2002,267473.37,male
3810220_rasten,2003,260275.98,male
3810220_rasten,2004,267428.96,male
3810220_rasten,2005,281192.81,male
3810220_rasten,2006,286085.8,male
3810220_rasten,2007,293807.31,male
3810220_rasten,2008,301450.9,male
3810220_rasten,2009,305924.82,male
3810220_rasten,2010,310579.5,male
3810220_rasten,2011,314833.69,male
3810220_rasten,2012,329321.51,male
3810220_rasten,2013,337682.1,male
3810220_rasten,2014,342666.93,male
3810230_sundbybergs_centrum,2000,249761.16,male
3810230_sundbybergs_centrum,2001,266548.46,male
3810230_sundbybergs_centrum,2002,269124.24,male
3810230_sundbybergs_centrum,2003,271315.79,male
3810230_sundbybergs_centrum,2004,274307.38,male
3810230_sundbybergs_centrum,2005,276796.99,male
3810230_sundbybergs_centrum,2006,292263.48,male
3810230_sundbybergs_centrum,2007,301316.54,male
3810230_sundbybergs_centrum,2008,306339.15,male
3810230_sundbybergs_centrum,2009,309903.0,male
3810230_sundbybergs_centrum,2010,311744.04,male
3810230_sundbybergs_centrum,2011,319009.4,male
3810230_sundbybergs_centrum,2012,330137.7,male
3810230_sundbybergs_centrum,2013,336686.92,male
3810230_sundbybergs_centrum,2014,341611.16,male
3810240_starrbacksgatan,2000,245577.59,male
3810240_starrbacksgatan,2001,263909.05,male
3810240_starrbacksgatan,2002,266114.11,male
3810240_starrbacksgatan,2003,273174.76,male
3810240_starrbacksgatan,2004,272385.84,male
3810240_starrbacksgatan,2005,282451.55,male
3810240_starrbacksgatan,2006,286106.81,male
3810240_starrbacksgatan,2007,303455.16,male
3810240_starrbacksgatan,2008,316093.26,male
3810240_starrbacksgatan,2009,311862.76,male
3810240_starrbacksgatan,2010,317590.84,male
3810240_starrbacksgatan,2011,333094.77,male
3810240_starrbacksgatan,2012,345995.56,male
3810240_starrbacksgatan,2013,350163.89,male
3810240_starrbacksgatan,2014,351604.99,male
3810300_storskogen,2000,201450.99,male
3810300_storskogen,2001,214098.32,male
3810300_storskogen,2002,221039.85,male
3810300_storskogen,2003,223958.8,male
3810300_storskogen,2004,228111.54,male
3810300_storskogen,2005,235696.72,male
3810300_storskogen,2006,240794.45,male
3810300_storskogen,2007,253923.13,male
3810300_storskogen,2008,267178.29,male
3810300_storskogen,2009,274753.43,male
3810300_storskogen,2010,279157.12,male
3810300_storskogen,2011,294262.75,male
3810300_storskogen,2012,303562.88,male
3810300_storskogen,2013,299630.62,male
3810300_storskogen,2014,308285.43,male
3810310_lotsjo,2000,222843.29,male
3810310_lotsjo,2001,234544.19,male
3810310_lotsjo,2002,254823.14,male
3810310_lotsjo,2003,269033.06,male
3810310_lotsjo,2004,255382.51,male
3810310_lotsjo,2005,260699.41,male
3810310_lotsjo,2006,291069.91,male
3810310_lotsjo,2007,302638.19,male
3810310_lotsjo,2008,333707.32,male
3810310_lotsjo,2009,370252.88,male
3810310_lotsjo,2010,390270.95,male
3810310_lotsjo,2011,400900.65,male
3810310_lotsjo,2012,403082.32,male
3810310_lotsjo,2013,408651.19,male
3810310_lotsjo,2014,401229.33,male
3810320_tule,2000,280172.63,male
3810320_tule,2001,299598.69,male
3810320_tule,2002,306344.73,male
3810320_tule,2003,303749.61,male
3810320_tule,2004,354930.83,male
3810320_tule,2005,321176.72,male
3810320_tule,2006,323149.18,male
3810320_tule,2007,345729.26,male
3810320_tule,2008,382312.7,male
3810320_tule,2009,396050.43,male
3810320_tule,2010,394818.66,male
3810320_tule,2011,416530.21,male
3810320_tule,2012,416892.63,male
3810320_tule,2013,420654.36,male
3810320_tule,2014,474919.91,male
3810400_duvbo,2000,318397.7,male
3810400_duvbo,2001,345230.24,male
3810400_duvbo,2002,347449.52,male
3810400_duvbo,2003,364130.27,male
3810400_duvbo,2004,376828.53,male
3810400_duvbo,2005,377208.82,male
3810400_duvbo,2006,402876.09,male
3810400_duvbo,2007,423503.19,male
3810400_duvbo,2008,438503.21,male
3810400_duvbo,2009,434226.68,male
3810400_duvbo,2010,434448.86,male
3810400_duvbo,2011,441315.86,male
3810400_duvbo,2012,456339.36,male
3810400_duvbo,2013,475896.46,male
3810400_duvbo,2014,488183.04,male
3810410_hasthagen,2000,286426.11,male
3810410_hasthagen,2001,325982.87,male
3810410_hasthagen,2002,314038.24,male
3810410_hasthagen,2003,326384.81,male
3810410_hasthagen,2004,342853.32,male
3810410_hasthagen,2005,338609.19,male
3810410_hasthagen,2006,340719.23,male
3810410_hasthagen,2007,360583.43,male
3810410_hasthagen,2008,375537.83,male
3810410_hasthagen,2009,363320.34,male
3810410_hasthagen,2010,360797.15,male
3810410_hasthagen,2011,381160.83,male
3810410_hasthagen,2012,375385.41,male
3810410_hasthagen,2013,385812.56,male
3810410_hasthagen,2014,395691.27,male
3810500_or,2000,213169.32,male
3810500_or,2001,218835.03,male
3810500_or,2002,218246.52,male
3810500_or,2003,213383.78,male
3810500_or,2004,219261.57,male
3810500_or,2005,222950.12,male
3810500_or,2006,230950.51,male
3810500_or,2007,245314.65,male
3810500_or,2008,249203.57,male
3810500_or,2009,243916.52,male
3810500_or,2010,244415.81,male
3810500_or,2011,248658.47,male
3810500_or,2012,251584.38,male
3810500_or,2013,256937.5,male
3810500_or,2014,263663.13,male
3810610_hallonbergen,2000,190305.12,male
3810610_hallonbergen,2001,196986.72,male
3810610_hallonbergen,2002,194996.18,male
3810610_hallonbergen,2003,193408.37,male
3810610_hallonbergen,2004,194242.02,male
3810610_hallonbergen,2005,193261.83,male
3810610_hallonbergen,2006,194469.97,male
3810610_hallonbergen,2007,194373.35,male
3810610_hallonbergen,2008,198112.45,male
3810610_hallonbergen,2009,188290.5,male
3810610_hallonbergen,2010,185642.72,male
3810610_hallonbergen,2011,191038.89,male
3810610_hallonbergen,2012,194878.76,male
3810610_hallonbergen,2013,198669.0,male
3810610_hallonbergen,2014,201268.43,male
3810720_rissne_norra_arbetsomrade,2000,346898.23,male
3810720_rissne_norra_arbetsomrade,2001,383640.24,male
3810720_rissne_norra_arbetsomrade,2002,370059.52,male
3810720_rissne_norra_arbetsomrade,2003,341552.09,male
3810720_rissne_norra_arbetsomrade,2004,295688.53,male
3810720_rissne_norra_arbetsomrade,2005,354472.35,male
3810720_rissne_norra_arbetsomrade,2006,333841.33,male
3810720_rissne_norra_arbetsomrade,2007,341521.14,male
3810720_rissne_norra_arbetsomrade,2008,347639.81,male
3810720_rissne_norra_arbetsomrade,2009,330070.67,male
3810720_rissne_norra_arbetsomrade,2010,307131.48,male
3810720_rissne_norra_arbetsomrade,2011,294828.93,male
3810720_rissne_norra_arbetsomrade,2012,286688.91,male
3810720_rissne_norra_arbetsomrade,2013,288754.05,male
3810720_rissne_norra_arbetsomrade,2014,304082.71,male
3810740_norra_rissne,2000,240490.96,male
3810740_norra_rissne,2001,253176.57,male
3810740_norra_rissne,2002,249470.23,male
3810740_norra_rissne,2003,240364.55,male
3810740_norra_rissne,2004,241647.13,male
3810740_norra_rissne,2005,237652.18,male
3810740_norra_rissne,2006,231326.0,male
3810740_norra_rissne,2007,240640.12,male
3810740_norra_rissne,2008,244786.37,male
3810740_norra_rissne,2009,232186.28,male
3810740_norra_rissne,2010,235808.25,male
3810740_norra_rissne,2011,241003.75,male
3810740_norra_rissne,2012,249755.42,male
3810740_norra_rissne,2013,249647.04,male
3810740_norra_rissne,2014,252770.92,male
3810750_sodra_rissne,2000,250143.08,male
3810750_sodra_rissne,2001,256813.79,male
3810750_sodra_rissne,2002,260791.49,male
3810750_sodra_rissne,2003,254662.75,male
3810750_sodra_rissne,2004,249422.69,male
3810750_sodra_rissne,2005,249088.03,male
3810750_sodra_rissne,2006,252378.48,male
3810750_sodra_rissne,2007,260755.05,male
3810750_sodra_rissne,2008,267436.38,male
3810750_sodra_rissne,2009,258545.11,male
3810750_sodra_rissne,2010,259500.76,male
3810750_sodra_rissne,2011,262530.66,male
3810750_sodra_rissne,2012,272761.1,male
3810750_sodra_rissne,2013,272045.35,male
3810750_sodra_rissne,2014,271978.11,male
3810810_ursviks_smahusomrade,2000,325213.31,male
3810810_ursviks_smahusomrade,2001,324177.39,male
3810810_ursviks_smahusomrade,2002,334707.45,male
3810810_ursviks_smahusomrade,2003,335779.36,male
3810810_ursviks_smahusomrade,2004,349077.82,male
3810810_ursviks_smahusomrade,2005,373996.08,male
3810810_ursviks_smahusomrade,2006,375766.57,male
3810810_ursviks_smahusomrade,2007,407262.18,male
3810810_ursviks_smahusomrade,2008,434500.17,male
3810810_ursviks_smahusomrade,2009,436594.23,male
3810810_ursviks_smahusomrade,2010,437637.3,male
3810810_ursviks_smahusomrade,2011,436624.45,male
3810810_ursviks_smahusomrade,2012,441581.39,male
3810810_ursviks_smahusomrade,2013,474829.33,male
3810810_ursviks_smahusomrade,2014,452961.31,male
3710120_vastra_ritorp,2000,210067.81,male
3710120_vastra_ritorp,2001,226628.64,male
3710120_vastra_ritorp,2002,234258.79,male
3710120_vastra_ritorp,2003,231158.53,male
3710120_vastra_ritorp,2004,229785.33,male
3710120_vastra_ritorp,2005,230628.93,male
3710120_vastra_ritorp,2006,228392.1,male
3710120_vastra_ritorp,2007,239280.65,male
3710120_vastra_ritorp,2008,248742.76,male
3710120_vastra_ritorp,2009,247873.48,male
3710120_vastra_ritorp,2010,259361.84,male
3710120_vastra_ritorp,2011,253027.15,male
3710120_vastra_ritorp,2012,261456.1,male
3710120_vastra_ritorp,2013,263518.84,male
3710120_vastra_ritorp,2014,263481.35,male
3710130_ostra_ritorp,2000,312044.81,male
3710130_ostra_ritorp,2001,339491.54,male
3710130_ostra_ritorp,2002,323332.4,male
3710130_ostra_ritorp,2003,331233.02,male
3710130_ostra_ritorp,2004,332261.65,male
3710130_ostra_ritorp,2005,324541.41,male
3710130_ostra_ritorp,2006,321579.58,male
3710130_ostra_ritorp,2007,321620.48,male
3710130_ostra_ritorp,2008,330694.02,male
3710130_ostra_ritorp,2009,332465.05,male
3710130_ostra_ritorp,2010,331408.63,male
3710130_ostra_ritorp,2011,344428.09,male
3710130_ostra_ritorp,2012,344285.66,male
3710130_ostra_ritorp,2013,337952.8,male
3710130_ostra_ritorp,2014,353065.93,male
3710141_sodra_frosunda_norra_frosunda,2000,358613.98,male
3710141_sodra_frosunda_norra_frosunda,2001,414765.27,male
3710141_sodra_frosunda_norra_frosunda,2002,393107.61,male
3710141_sodra_frosunda_norra_frosunda,2003,404515.23,male
3710141_sodra_frosunda_norra_frosunda,2004,421784.51,male
3710141_sodra_frosunda_norra_frosunda,2005,440384.96,male
3710141_sodra_frosunda_norra_frosunda,2006,443239.1,male
3710141_sodra_frosunda_norra_frosunda,2007,465621.67,male
3710141_sodra_frosunda_norra_frosunda,2008,477191.63,male
3710141_sodra_frosunda_norra_frosunda,2009,465629.4,male
3710141_sodra_frosunda_norra_frosunda,2010,464247.9631078815,male
3710141_sodra_frosunda_norra_frosunda,2011,464144.7345971564,male
3710141_sodra_frosunda_norra_frosunda,2012,473260.9927272728,male
3710141_sodra_frosunda_norra_frosunda,2013,487276.9011837365,male
3710141_sodra_frosunda_norra_frosunda,2014,498112.3652130823,male
3710143_ballongberget,2000,316993.03,male
3710143_ballongberget,2001,321352.22,male
3710143_ballongberget,2002,330211.53,male
3710143_ballongberget,2003,326329.7,male
3710143_ballongberget,2004,327782.74,male
3710143_ballongberget,2005,339253.21,male
3710143_ballongberget,2006,353095.25,male
3710143_ballongberget,2007,354862.44,male
3710143_ballongberget,2008,360265.41,male
3710143_ballongberget,2009,351097.25,male
3710143_ballongberget,2010,309993.31,male
3710143_ballongberget,2011,334519.8,male
3710143_ballongberget,2012,317148.31,male
3710143_ballongberget,2013,332507.74,male
3710143_ballongberget,2014,341407.9,male
3710160_bagartorp,2000,207683.63,male
3710160_bagartorp,2001,216113.99,male
3710160_bagartorp,2002,215616.32,male
3710160_bagartorp,2003,212453.11,male
3710160_bagartorp,2004,215336.88,male
3710160_bagartorp,2005,216410.93,male
3710160_bagartorp,2006,211960.8,male
3710160_bagartorp,2007,225236.47,male
3710160_bagartorp,2008,233238.02,male
3710160_bagartorp,2009,227719.29,male
3710160_bagartorp,2010,232078.31,male
3710160_bagartorp,2011,236539.79,male
3710160_bagartorp,2012,237536.19,male
3710160_bagartorp,2013,248174.38,male
3710160_bagartorp,2014,252642.16,male
3710170_rastahem,2000,322747.28,male
3710170_rastahem,2001,335568.64,male
3710170_rastahem,2002,336862.04,male
3710170_rastahem,2003,323102.46,male
3710170_rastahem,2004,353666.77,male
3710170_rastahem,2005,374836.75,male
3710170_rastahem,2006,378134.58,male
3710170_rastahem,2007,394287.48,male
3710170_rastahem,2008,409936.58,male
3710170_rastahem,2009,446129.2,male
3710170_rastahem,2010,467997.99,male
3710170_rastahem,2011,483412.11,male
3710170_rastahem,2012,505941.35,male
3710170_rastahem,2013,510978.64,male
3710170_rastahem,2014,521040.8,male
3710180_agnesberg,2000,252882.41,male
3710180_agnesberg,2001,279311.66,male
3710180_agnesberg,2002,268647.17,male
3710180_agnesberg,2003,257095.04,male
3710180_agnesberg,2004,252148.13,male
3710180_agnesberg,2005,261656.24,male
3710180_agnesberg,2006,264127.74,male
3710180_agnesberg,2007,269003.96,male
3710180_agnesberg,2008,275383.74,male
3710180_agnesberg,2009,274831.93,male
3710180_agnesberg,2010,287141.49,male
3710180_agnesberg,2011,299948.86,male
3710180_agnesberg,2012,310677.61,male
3710180_agnesberg,2013,321630.6,male
3710180_agnesberg,2014,328313.29,male
3710200_ulriksdal,2000,308428.62,male
3710200_ulriksdal,2001,257276.44,male
3710200_ulriksdal,2002,266451.92,male
3710200_ulriksdal,2003,277563.49,male
3710200_ulriksdal,2004,342683.75,male
3710200_ulriksdal,2005,346327.43,male
3710200_ulriksdal,2006,370355.39,male
3710200_ulriksdal,2007,370933.27,male
3710200_ulriksdal,2008,364684.84,male
3710200_ulriksdal,2009,331620.69,male
3710200_ulriksdal,2010,306774.94,male
3710200_ulriksdal,2011,308209.07,male
3710200_ulriksdal,2012,369071.02,male
3710200_ulriksdal,2013,464466.89,male
3710200_ulriksdal,2014,490301.02,male
3710310_norra_bergshamra,2000,277806.37,male
3710310_norra_bergshamra,2001,282552.7,male
3710310_norra_bergshamra,2002,291507.76,male
3710310_norra_bergshamra,2003,299557.91,male
3710310_norra_bergshamra,2004,298710.87,male
3710310_norra_bergshamra,2005,313663.93,male
3710310_norra_bergshamra,2006,331635.19,male
3710310_norra_bergshamra,2007,342006.15,male
3710310_norra_bergshamra,2008,350082.47,male
3710310_norra_bergshamra,2009,361576.7,male
3710310_norra_bergshamra,2010,356549.84,male
3710310_norra_bergshamra,2011,361350.36,male
3710310_norra_bergshamra,2012,371853.21,male
3710310_norra_bergshamra,2013,383325.89,male
3710310_norra_bergshamra,2014,401342.88,male
3710320_bergshamra_torg,2000,254070.38,male
3710320_bergshamra_torg,2001,266247.5,male
3710320_bergshamra_torg,2002,275468.11,male
3710320_bergshamra_torg,2003,280609.36,male
3710320_bergshamra_torg,2004,279404.25,male
3710320_bergshamra_torg,2005,282214.45,male
3710320_bergshamra_torg,2006,288650.76,male
3710320_bergshamra_torg,2007,293447.51,male
3710320_bergshamra_torg,2008,305726.84,male
3710320_bergshamra_torg,2009,312642.04,male
3710320_bergshamra_torg,2010,298331.77,male
3710320_bergshamra_torg,2011,306569.49,male
3710320_bergshamra_torg,2012,307012.53,male
3710320_bergshamra_torg,2013,321641.91,male
3710320_bergshamra_torg,2014,319835.1,male
3710330_stocksundstorp,2000,323150.15,male
3710330_stocksundstorp,2001,339720.81,male
3710330_stocksundstorp,2002,335664.64,male
3710330_stocksundstorp,2003,320269.53,male
3710330_stocksundstorp,2004,327369.78,male
3710330_stocksundstorp,2005,367174.96,male
3710330_stocksundstorp,2006,360926.58,male
3710330_stocksundstorp,2007,385806.26,male
3710330_stocksundstorp,2008,387024.86,male
3710330_stocksundstorp,2009,371545.31,male
3710330_stocksundstorp,2010,370864.16,male
3710330_stocksundstorp,2011,380753.71,male
3710330_stocksundstorp,2012,370769.5,male
3710330_stocksundstorp,2013,393616.56,male
3710330_stocksundstorp,2014,393604.11,male
3710340_ostra_bergshamra,2000,220280.09,male
3710340_ostra_bergshamra,2001,235695.69,male
3710340_ostra_bergshamra,2002,236440.26,male
3710340_ostra_bergshamra,2003,255459.31,male
3710340_ostra_bergshamra,2004,248017.73,male
3710340_ostra_bergshamra,2005,263004.49,male
3710340_ostra_bergshamra,2006,274221.33,male
3710340_ostra_bergshamra,2007,303437.77,male
3710340_ostra_bergshamra,2008,315181.68,male
3710340_ostra_bergshamra,2009,310632.29,male
3710340_ostra_bergshamra,2010,320300.45,male
3710340_ostra_bergshamra,2011,326187.12,male
3710340_ostra_bergshamra,2012,339065.77,male
3710340_ostra_bergshamra,2013,339625.44,male
3710340_ostra_bergshamra,2014,349850.17,male
3710350_sodra_bergshamra,2000,273448.45,male
3710350_sodra_bergshamra,2001,295264.2,male
3710350_sodra_bergshamra,2002,302939.76,male
3710350_sodra_bergshamra,2003,303291.33,male
3710350_sodra_bergshamra,2004,314207.78,male
3710350_sodra_bergshamra,2005,324578.5,male
3710350_sodra_bergshamra,2006,350230.46,male
3710350_sodra_bergshamra,2007,363981.36,male
3710350_sodra_bergshamra,2008,391246.72,male
3710350_sodra_bergshamra,2009,372560.6,male
3710350_sodra_bergshamra,2010,378117.95,male
3710350_sodra_bergshamra,2011,393130.84,male
3710350_sodra_bergshamra,2012,389617.05,male
3710350_sodra_bergshamra,2013,392777.13,male
3710350_sodra_bergshamra,2014,406843.51,male
3710360_kungshamra,2000,87830.96,male
3710360_kungshamra,2001,94924.2,male
3710360_kungshamra,2002,98924.86,male
3710360_kungshamra,2003,88632.83,male
3710360_kungshamra,2004,76115.07,male
3710360_kungshamra,2005,74295.95,male
3710360_kungshamra,2006,85467.15,male
3710360_kungshamra,2007,85212.98,male
3710360_kungshamra,2008,89390.58,male
3710360_kungshamra,2009,84323.89,male
3710360_kungshamra,2010,78976.54,male
3710360_kungshamra,2011,93737.43,male
3710360_kungshamra,2012,104235.29,male
3710360_kungshamra,2013,104338.43,male
3710360_kungshamra,2014,105736.7,male
3710420_karolinska_sjukhuset_nya_karolinska_solna_kyrkby,2000,215121.05,male
3710420_karolinska_sjukhuset_nya_karolinska_solna_kyrkby,2001,234855.63,male
3710420_karolinska_sjukhuset_nya_karolinska_solna_kyrkby,2002,247512.67,male
3710420_karolinska_sjukhuset_nya_karolinska_solna_kyrkby,2003,257248.47,male
3710420_karolinska_sjukhuset_nya_karolinska_solna_kyrkby,2004,264899.5,male
3710420_karolinska_sjukhuset_nya_karolinska_solna_kyrkby,2005,271614.18,male
